eBird_name,group_members,GBIF_name,GBIF_rank,GBIF_taxonKey
Lonchura leucogastroides,['Lonchura leucogastroides'],"Lonchura leucogastroides (Moore, 1858)",SPECIES,2493622
Lonchura malacca,['Lonchura malacca'],"Lonchura malacca (Linnaeus, 1766)",SPECIES,2493626
Lonchura atricapilla,['Lonchura atricapilla'],"Lonchura atricapilla (Vieillot, 1807)",SPECIES,2493623
Lonchura atricapilla [atricapilla Group],"['Lonchura atricapilla rubronigra', 'Lonchura atricapilla atricapilla', 'Lonchura atricapilla deignani', 'Lonchura atricapilla sinensis', 'Lonchura atricapilla batakana', 'Lonchura atricapilla jagori', 'Lonchura atricapilla obscura', 'Lonchura atricapilla selimbauensis', 'Lonchura atricapilla brunneiceps']","['Lonchura atricapilla rubronigra (Hodgson, 1836)', 'Lonchura atricapilla atricapilla', 'Lonchura atricapilla deignani Parkes, 1958', 'Lonchura atricapilla sinensis (Blyth, 1852)', 'Lonchura atricapilla batakana (Chasen & Kloss, 1929)', 'Lonchura atricapilla jagori (K.E.Martens, 1866)', 'Lonchura atricapilla obscura Restall', 'Lonchura atricapilla selimbauensis', 'Lonchura atricapilla brunneiceps']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[8978668, 7340269, 6085971, 6085963, 6085956, 6085947, 6085942, 6085932, 6085930]"
Lonchura atricapilla formosana,['Lonchura atricapilla formosana'],"Lonchura atricapilla formosana (Swinhoe, 1865)",SUBSPECIES,6085951
Lonchura ferruginosa,['Lonchura ferruginosa'],"Lonchura ferruginosa (Sparrman, 1789)",SPECIES,2493605
Lonchura maja,['Lonchura maja'],"Lonchura maja (Linnaeus, 1766)",SPECIES,2493599
Lonchura pallida,['Lonchura pallida'],"Lonchura pallida (Wallace, 1864)",SPECIES,2493604
Lonchura grandis,['Lonchura grandis'],"Lonchura grandis (Sharpe, 1882)",SPECIES,2493595
Lonchura teerinki,['Lonchura teerinki'],"Lonchura teerinki Rand, 1940",SPECIES,2493620
Lonchura montana,['Lonchura montana'],"Lonchura montana Junge, 1939",SPECIES,2493625
Lonchura monticola,['Lonchura monticola'],"Lonchura monticola (De Vis, 1897)",SPECIES,2493612
Lonchura vana,['Lonchura vana'],"Lonchura vana (Hartert, 1930)",SPECIES,2493596
Lonchura nevermanni,['Lonchura nevermanni'],"Lonchura nevermanni Stresemann, 1934",SPECIES,2493602
Lonchura caniceps,['Lonchura caniceps'],"Lonchura caniceps (Salvadori, 1876)",SPECIES,2493603
Lonchura spectabilis,['Lonchura spectabilis'],"Lonchura spectabilis (P.L.Sclater, 1879)",SPECIES,2493631
Lonchura forbesi,['Lonchura forbesi'],"Lonchura forbesi (P.L.Sclater, 1879)",SPECIES,2493617
Lonchura hunsteini,['Lonchura hunsteini'],"Lonchura hunsteini (Finsch, 1886)",SPECIES,2493611
Lonchura nigerrima,['Lonchura nigerrima'],"Lonchura nigerrima (Rothschild & Hartert, 1899)",SPECIES,2493627
Lonchura flaviprymna,['Lonchura flaviprymna'],"Lonchura flaviprymna (Gould, 1845)",SPECIES,2493630
Lonchura quinticolor,['Lonchura quinticolor'],"Lonchura quinticolor (Vieillot, 1807)",SPECIES,2493616
Lonchura castaneothorax,['Lonchura castaneothorax'],"Lonchura castaneothorax (Gould, 1837)",SPECIES,2493615
Lonchura stygia,['Lonchura stygia'],"Lonchura stygia Stresemann, 1934",SPECIES,2493606
Lonchura melaena,['Lonchura melaena'],"Lonchura melaena (P.L.Sclater, 1880)",SPECIES,2493610
Chloebia gouldiae,['Chloebia gouldiae'],"Chloebia gouldiae (Gould, 1844)",SPECIES,2493720
Erythrura prasina,['Erythrura prasina'],"Erythrura prasina (Sparrman, 1788)",SPECIES,5231416
Erythrura viridifacies,['Erythrura viridifacies'],"Erythrura viridifacies Hachisuka & Delacour, 1937",SPECIES,5231413
Erythrura hyperythra,['Erythrura hyperythra'],"Erythrura hyperythra (Reichenbach, 1862)",SPECIES,5231422
Erythrura psittacea,['Erythrura psittacea'],"Erythrura psittacea (Gmelin, 1789)",SPECIES,5231412
Erythrura pealii,['Erythrura pealii'],"Erythrura pealii Hartlaub, 1852",SPECIES,5231411
Erythrura cyaneovirens,['Erythrura cyaneovirens'],"Erythrura cyaneovirens (Peale, 1848)",SPECIES,5231418
Erythrura cyaneovirens [regia Group],"['Erythrura cyaneovirens regia', 'Erythrura cyaneovirens efatensis', 'Erythrura cyaneovirens serena']","[None, None, None]","[None, None, None]","[None, None, None]"
Erythrura cyaneovirens cyaneovirens/gaughrani,"['Erythrura cyaneovirens cyaneovirens', 'Erythrura cyaneovirens gaughrani']","['Erythrura cyaneovirens cyaneovirens', 'Erythrura cyaneovirens gaughrani duPont, 1972']","['SUBSPECIES', 'SUBSPECIES']","[7340360, 6086411]"
Erythrura kleinschmidti,['Erythrura kleinschmidti'],"Erythrura kleinschmidti (Finsch, 1878)",SPECIES,5231415
Erythrura tricolor,['Erythrura tricolor'],"Erythrura tricolor (Vieillot, 1817)",SPECIES,5231420
Erythrura coloria,['Erythrura coloria'],"Erythrura coloria Ripley & Rabor, 1961",SPECIES,5231421
Erythrura papuana,['Erythrura papuana'],"Erythrura papuana Hartert, 1900",SPECIES,5231419
Erythrura trichroa,['Erythrura trichroa'],"Erythrura trichroa (Kittlitz, 1833)",SPECIES,5231414
Nesocharis shelleyi,['Nesocharis shelleyi'],"Nesocharis shelleyi Alexander, 1903",SPECIES,5231429
Nesocharis ansorgei,['Nesocharis ansorgei'],"Nesocharis ansorgei (Hartert, 1899)",SPECIES,5231428
Coccopygia quartinia,['Coccopygia quartinia'],"Coccopygia quartinia (Bonaparte, 1850)",SPECIES,7340714
Coccopygia bocagei,['Coccopygia bocagei'],"Coccopygia bocagei Shelley, 1903",SPECIES,6101066
Coccopygia melanotis,['Coccopygia melanotis'],"Coccopygia melanotis (Temminck, 1823)",SPECIES,7340723
Mandingoa nitidula,['Mandingoa nitidula'],"Mandingoa nitidula (Hartlaub, 1865)",SPECIES,2493572
Mandingoa nitidula schlegeli/virginiae,"['Mandingoa nitidula schlegeli', 'Mandingoa nitidula virginiae']","['Mandingoa nitidula schlegeli (Sharpe, 1870)', 'Mandingoa nitidula virginiae (Amadon, 1953)']","['SUBSPECIES', 'SUBSPECIES']","[5845636, 6087980]"
Mandingoa nitidula nitidula/chubbi,"['Mandingoa nitidula chubbi', 'Mandingoa nitidula nitidula']","['Mandingoa nitidula chubbi (Ogilvie-Grant, 1912)', 'Mandingoa nitidula nitidula']","['SUBSPECIES', 'SUBSPECIES']","[6087975, 5845637]"
Cryptospiza shelleyi,['Cryptospiza shelleyi'],"Cryptospiza shelleyi Sharpe, 1902",SPECIES,2493692
Cryptospiza jacksoni,['Cryptospiza jacksoni'],"Cryptospiza jacksoni Sharpe, 1902",SPECIES,2493693
Cryptospiza salvadorii,['Cryptospiza salvadorii'],"Cryptospiza salvadorii Reichenow, 1892",SPECIES,2493694
Cryptospiza reichenovii,['Cryptospiza reichenovii'],"Cryptospiza reichenovii (Hartlaub, 1874)",SPECIES,2493691
Cryptospiza reichenovii reichenovii,['Cryptospiza reichenovii reichenovii'],Cryptospiza reichenovii reichenovii,SUBSPECIES,7340692
Cryptospiza reichenovii australis/ocularis,"['Cryptospiza reichenovii ocularis', 'Cryptospiza reichenovii australis']","['Cryptospiza reichenovii ocularis Sharpe, 1902', 'Cryptospiza reichenovii australis Shelley, 1896']","['SUBSPECIES', 'SUBSPECIES']","[6087915, 6087903]"
Parmoptila rubrifrons,['Parmoptila rubrifrons'],"Parmoptila rubrifrons (Sharpe & Ussher, 1872)",SPECIES,2493729
Parmoptila woodhousei,['Parmoptila woodhousei'],"Parmoptila woodhousei Cassin, 1859",SPECIES,2493728
Parmoptila jamesoni,['Parmoptila jamesoni'],"Parmoptila jamesoni (Shelley, 1890)",SPECIES,5789085
Nigrita fusconotus,['Nigrita fusconotus'],"Nigrita fusconotus Fraser, 1843",SPECIES,7340741
Nigrita bicolor,['Nigrita bicolor'],"Nigrita bicolor (Hartlaub, 1844)",SPECIES,2493675
Nigrita canicapillus,['Nigrita canicapillus'],"Nigrita canicapillus (Strickland, 1841)",SPECIES,7340751
Nigrita luteifrons,['Nigrita luteifrons'],"Nigrita luteifrons J.Verreaux & E.Verreaux, 1851",SPECIES,2493674
Delacourella capistrata,['Delacourella capistrata'],"Delacourella capistrata (Hartlaub, 1861)",SPECIES,11024486
Brunhilda erythronotos,['Brunhilda erythronotos'],"Brunhilda erythronotos (Vieillot, 1817)",SPECIES,11065149
Brunhilda charmosyna,['Brunhilda charmosyna'],"Brunhilda charmosyna (Reichenow, 1881)",SPECIES,11086892
Glaucestrilda caerulescens,['Glaucestrilda caerulescens'],"Glaucestrilda caerulescens (Vieillot, 1817)",SPECIES,10946560
Glaucestrilda perreini,['Glaucestrilda perreini'],"Glaucestrilda perreini (Vieillot, 1817)",SPECIES,11107309
Glaucestrilda thomensis,['Glaucestrilda thomensis'],"Glaucestrilda thomensis (J.A.de Sousa, 1888)",SPECIES,11039783
Estrilda nonnula,['Estrilda nonnula'],"Estrilda nonnula Hartlaub, 1883",SPECIES,2493665
Estrilda atricapilla,['Estrilda atricapilla'],"Estrilda atricapilla J.Verreaux & E.Verreaux, 1851",SPECIES,2493655
Estrilda kandti,['Estrilda kandti'],"Estrilda kandti Reichenow, 1902",SPECIES,2493656
Estrilda melpoda,['Estrilda melpoda'],"Estrilda melpoda (Vieillot, 1817)",SPECIES,2493669
Estrilda poliopareia,['Estrilda poliopareia'],"Estrilda poliopareia Reichenow, 1902",SPECIES,2493658
Estrilda paludicola,['Estrilda paludicola'],"Estrilda paludicola Heuglin, 1863",SPECIES,9592933
Estrilda paludicola ochrogaster,['Estrilda paludicola ochrogaster'],"Estrilda paludicola ochrogaster Salvadori, 1897",SUBSPECIES,6540804
Estrilda paludicola [paludicola Group],"['Estrilda paludicola paludicola', 'Estrilda paludicola roseicrissa', 'Estrilda paludicola marwitzi', 'Estrilda paludicola ruthae']","['Estrilda paludicola paludicola', 'Estrilda paludicola roseicrissa Reichenow, 1892', 'Estrilda paludicola marwitzi Reichenow, 1900', 'Estrilda paludicola ruthae Chapin, 1950']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[8958832, 6087846, 6087830, 6087818]"
Estrilda paludicola benguellensis,['Estrilda paludicola benguellensis'],"Estrilda paludicola benguellensis Neumann, 1908",SUBSPECIES,6087808
Estrilda astrild,['Estrilda astrild'],"Estrilda astrild (Linnaeus, 1758)",SPECIES,2493660
Estrilda nigriloris,['Estrilda nigriloris'],"Estrilda nigriloris Chapin, 1928",SPECIES,2493652
Estrilda troglodytes,['Estrilda troglodytes'],"Estrilda troglodytes (Lichtenstein, 1823)",SPECIES,2493662
Estrilda rhodopyga,['Estrilda rhodopyga'],"Estrilda rhodopyga Sundevall, 1850",SPECIES,2493654
Estrilda rufibarba,['Estrilda rufibarba'],"Estrilda rufibarba (Cabanis, 1851)",SPECIES,2493659
Ortygospiza atricollis,['Ortygospiza atricollis'],"Ortygospiza atricollis (Vieillot, 1817)",SPECIES,2493711
Ortygospiza atricollis [atricollis Group],"['Ortygospiza atricollis atricollis', 'Ortygospiza atricollis ansorgei', 'Ortygospiza atricollis ugandae']","['Ortygospiza atricollis atricollis', 'Ortygospiza atricollis ansorgei Ogilvie-Grant, 1910', 'Ortygospiza atricollis ugandae Someren, 1921']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7340470, 6086913, 6086926]"
Ortygospiza atricollis [fuscocrissa Group],"['Ortygospiza atricollis fuscocrissa', 'Ortygospiza atricollis muelleri', 'Ortygospiza atricollis smithersi', 'Ortygospiza atricollis pallida', 'Ortygospiza atricollis digressa']","['Ortygospiza atricollis fuscocrissa Heuglin, 1863', 'Ortygospiza atricollis muelleri Zedlitz, 1911', 'Ortygospiza atricollis smithersi Benson, 1955', 'Ortygospiza atricollis pallida Roberts, 1932', 'Ortygospiza atricollis digressa Clancey, 1958']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[9009593, 8799164, 9193493, 8861426, 8944265]"
Ortygospiza atricollis [gabonensis Group],"['Ortygospiza atricollis gabonensis', 'Ortygospiza atricollis fuscata', 'Ortygospiza atricollis dorsostriata']","['Ortygospiza atricollis gabonensis Lynes, 1914', 'Ortygospiza atricollis fuscata W.L.Sclater, 1932', 'Ortygospiza atricollis dorsostriata Van Someren, 1921']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[9096395, 8720969, 9104892]"
Paludipasser locustella,['Paludipasser locustella'],"Paludipasser locustella Neave, 1909",SPECIES,7340452
Amadina fasciata,['Amadina fasciata'],"Amadina fasciata (Gmelin, 1789)",SPECIES,2493707
Amadina erythrocephala,['Amadina erythrocephala'],"Amadina erythrocephala (Linnaeus, 1758)",SPECIES,2493708
Amandava formosa,['Amandava formosa'],"Amandava formosa (Latham, 1790)",SPECIES,2493696
Amandava subflava,['Amandava subflava'],"Amandava subflava (Vieillot, 1819)",SPECIES,2493697
Amandava amandava,['Amandava amandava'],"Amandava amandava (Linnaeus, 1758)",SPECIES,2493698
Amandava amandava amandava/punicea,"['Amandava amandava amandava', 'Amandava amandava punicea']","['Amandava amandava amandava', 'Amandava amandava punicea (Horsfield, 1821)']","['SUBSPECIES', 'SUBSPECIES']","[7340474, 6086942]"
Amandava amandava flavidiventris,['Amandava amandava flavidiventris'],"Amandava amandava flavidiventris (Wallace, 1864)",SUBSPECIES,6086949
Granatina ianthinogaster,['Granatina ianthinogaster'],"Granatina ianthinogaster (Reichenow, 1879)",SPECIES,5845644
Granatina granatina,['Granatina granatina'],"Granatina granatina (Linnaeus, 1766)",SPECIES,5845643
Uraeginthus angolensis,['Uraeginthus angolensis'],"Uraeginthus angolensis (Linnaeus, 1758)",SPECIES,2493726
Uraeginthus bengalus,['Uraeginthus bengalus'],"Uraeginthus bengalus (Linnaeus, 1766)",SPECIES,2493723
Uraeginthus cyanocephalus,['Uraeginthus cyanocephalus'],"Uraeginthus cyanocephalus (Richmond, 1897)",SPECIES,2493725
Spermophaga poliogenys,['Spermophaga poliogenys'],"Spermophaga poliogenys (Ogilvie-Grant, 1906)",SPECIES,2493642
Spermophaga haematina,['Spermophaga haematina'],"Spermophaga haematina (Vieillot, 1807)",SPECIES,2493640
Spermophaga haematina haematina/togoensis,"['Spermophaga haematina haematina', 'Spermophaga haematina togoensis']","['Spermophaga haematina haematina', 'Spermophaga haematina togoensis (Neumann, 1910)']","['SUBSPECIES', 'SUBSPECIES']","[7340601, 6087524]"
Spermophaga haematina pustulata,['Spermophaga haematina pustulata'],"Spermophaga haematina pustulata (Voigt, 1831)",SUBSPECIES,6087519
Spermophaga ruficapilla,['Spermophaga ruficapilla'],"Spermophaga ruficapilla (Shelley, 1888)",SPECIES,2493641
Pyrenestes minor,['Pyrenestes minor'],"Pyrenestes minor Shelley, 1894",SPECIES,2493638
Pyrenestes sanguineus,['Pyrenestes sanguineus'],"Pyrenestes sanguineus Swainson, 1837",SPECIES,2493637
Pyrenestes ostrinus,['Pyrenestes ostrinus'],"Pyrenestes ostrinus (Vieillot, 1805)",SPECIES,2493636
Pytilia melba,['Pytilia melba'],"Pytilia melba (Linnaeus, 1758)",SPECIES,2493716
Pytilia afra,['Pytilia afra'],"Pytilia afra (Gmelin, 1789)",SPECIES,2493718
Pytilia phoenicoptera,['Pytilia phoenicoptera'],"Pytilia phoenicoptera Swainson, 1837",SPECIES,2493714
Pytilia lineata,['Pytilia lineata'],"Pytilia lineata Heuglin, 1863",SPECIES,2493715
Pytilia hypogrammica,['Pytilia hypogrammica'],"Pytilia hypogrammica Sharpe, 1870",SPECIES,2493717
Euschistospiza dybowskii,['Euschistospiza dybowskii'],"Euschistospiza dybowskii (Oustalet, 1892)",SPECIES,2493700
Euschistospiza cinereovinacea,['Euschistospiza cinereovinacea'],"Euschistospiza cinereovinacea (Sousa, 1889)",SPECIES,2493701
Euschistospiza cinereovinacea cinereovinacea,['Euschistospiza cinereovinacea cinereovinacea'],Euschistospiza cinereovinacea cinereovinacea,SUBSPECIES,7340575
Euschistospiza cinereovinacea graueri,['Euschistospiza cinereovinacea graueri'],"Euschistospiza cinereovinacea graueri (Rothschild, 1909)",SUBSPECIES,6087381
Hypargos niveoguttatus,['Hypargos niveoguttatus'],"Hypargos niveoguttatus (W.Peters, 1868)",SPECIES,2493646
Hypargos margaritatus,['Hypargos margaritatus'],"Hypargos margaritatus (Strickland, 1844)",SPECIES,2493647
Clytospiza monteiri,['Clytospiza monteiri'],"Clytospiza monteiri (Hartlaub, 1860)",SPECIES,2493735
Lagonosticta senegala,['Lagonosticta senegala'],"Lagonosticta senegala (Linnaeus, 1766)",SPECIES,2493680
Lagonosticta rubricata,['Lagonosticta rubricata'],"Lagonosticta rubricata (Lichtenstein, 1823)",SPECIES,2493687
Lagonosticta rhodopareia,['Lagonosticta rhodopareia'],"Lagonosticta rhodopareia (Heuglin, 1868)",SPECIES,2493683
Lagonosticta virata,['Lagonosticta virata'],"Lagonosticta virata Bates, 1932",SPECIES,2493681
Lagonosticta sanguinodorsalis,['Lagonosticta sanguinodorsalis'],"Lagonosticta sanguinodorsalis Payne, 1998",SPECIES,2493688
Lagonosticta umbrinodorsalis,['Lagonosticta umbrinodorsalis'],"Lagonosticta umbrinodorsalis Reichenow, 1910",SPECIES,2493685
Lagonosticta rara,['Lagonosticta rara'],"Lagonosticta rara (Antinori, 1864)",SPECIES,2493679
Lagonosticta rufopicta,['Lagonosticta rufopicta'],"Lagonosticta rufopicta (Fraser, 1843)",SPECIES,2493684
Lagonosticta nitidula,['Lagonosticta nitidula'],"Lagonosticta nitidula Hartlaub, 1886",SPECIES,2493686
Lagonosticta larvata,['Lagonosticta larvata'],"Lagonosticta larvata (Rüppell, 1840)",SPECIES,2493682
Lagonosticta larvata vinacea,['Lagonosticta larvata vinacea'],"Lagonosticta larvata vinacea (Hartlaub, 1857)",SUBSPECIES,6087170
Lagonosticta larvata nigricollis,['Lagonosticta larvata nigricollis'],"Lagonosticta larvata nigricollis Heuglin, 1863",SUBSPECIES,5845650
Lagonosticta larvata larvata,['Lagonosticta larvata larvata'],Lagonosticta larvata larvata,SUBSPECIES,6087160
Vidua macroura,['Vidua macroura'],"Vidua macroura (Pallas, 1764)",SPECIES,2484628
Vidua orientalis,['Vidua orientalis'],"Vidua orientalis Heuglin, 1870",SPECIES,2484620
Vidua interjecta,['Vidua interjecta'],"Vidua interjecta (Grote, 1922)",SPECIES,2484624
Vidua togoensis,['Vidua togoensis'],"Vidua togoensis (Grote, 1923)",SPECIES,2484617
Vidua obtusa,['Vidua obtusa'],"Vidua obtusa (Chapin, 1922)",SPECIES,2484625
Vidua paradisaea,['Vidua paradisaea'],"Vidua paradisaea (Linnaeus, 1758)",SPECIES,2484626
Vidua hypocherina,['Vidua hypocherina'],"Vidua hypocherina J.Verreaux & E.Verreaux, 1856",SPECIES,2484619
Vidua fischeri,['Vidua fischeri'],"Vidua fischeri (Reichenow, 1882)",SPECIES,2484623
Vidua regia,['Vidua regia'],"Vidua regia (Linnaeus, 1766)",SPECIES,2484627
Vidua chalybeata,['Vidua chalybeata'],"Vidua chalybeata (Statius Muller, 1776)",SPECIES,2484613
Vidua wilsoni,['Vidua wilsoni'],"Vidua wilsoni (Hartert, 1901)",SPECIES,2484622
Vidua nigeriae,['Vidua nigeriae'],"Vidua nigeriae (Alexander, 1908)",SPECIES,5789089
Vidua maryae,['Vidua maryae'],"Vidua maryae Payne, 1982",SPECIES,5789090
Vidua raricola,['Vidua raricola'],"Vidua raricola Payne, 1982",SPECIES,2484621
Vidua larvaticola,['Vidua larvaticola'],"Vidua larvaticola Payne, 1982",SPECIES,2484615
Vidua camerunensis,['Vidua camerunensis'],"Vidua camerunensis (Grote, 1922)",SPECIES,5789088
Vidua funerea,['Vidua funerea'],"Vidua funerea (Tarragon, 1847)",SPECIES,2484614
Vidua purpurascens,['Vidua purpurascens'],"Vidua purpurascens (Reichenow, 1883)",SPECIES,2484616
Vidua codringtoni,['Vidua codringtoni'],"Vidua codringtoni (Neave, 1907)",SPECIES,2484618
Anomalospiza imberbis,['Anomalospiza imberbis'],"Anomalospiza imberbis (Cabanis, 1868)",SPECIES,2484611
Prunella collaris,['Prunella collaris'],"Prunella collaris (Scopoli, 1769)",SPECIES,5231770
Prunella himalayana,['Prunella himalayana'],"Prunella himalayana (Blyth, 1842)",SPECIES,5231762
Prunella rubeculoides,['Prunella rubeculoides'],"Prunella rubeculoides (Moore, 1854)",SPECIES,5231764
Prunella strophiata,['Prunella strophiata'],"Prunella strophiata (Blyth, 1843)",SPECIES,5231765
Prunella montanella,['Prunella montanella'],"Prunella montanella (Pallas, 1776)",SPECIES,5231759
Prunella ocularis,['Prunella ocularis'],"Prunella ocularis (Radde, 1884)",SPECIES,5231773
Prunella ocularis ocularis,['Prunella ocularis ocularis'],,,
Prunella ocularis fagani,['Prunella ocularis fagani'],"Prunella ocularis fagani (Ogilvie-Grant, 1913)",SUBSPECIES,12061711
Prunella fulvescens,['Prunella fulvescens'],"Prunella fulvescens (Severtzov, 1873)",SPECIES,5231771
Prunella atrogularis,['Prunella atrogularis'],"Prunella atrogularis (Brandt, 1843)",SPECIES,5231766
Prunella koslowi,['Prunella koslowi'],"Prunella koslowi (Prjevalsky, 1887)",SPECIES,5231772
Prunella modularis,['Prunella modularis'],"Prunella modularis (Linnaeus, 1758)",SPECIES,5231763
Prunella rubida,['Prunella rubida'],"Prunella rubida (Temminck & Schlegel, 1845)",SPECIES,5231769
Prunella immaculata,['Prunella immaculata'],"Prunella immaculata (Hodgson, 1845)",SPECIES,5231768
Hypocryptadius cinnamomeus,['Hypocryptadius cinnamomeus'],"Hypocryptadius cinnamomeus Hartert, 1903",SPECIES,2489434
Passer ammodendri,['Passer ammodendri'],"Passer ammodendri Gould, 1872",SPECIES,5231206
Passer domesticus,['Passer domesticus'],"Passer domesticus (Linnaeus, 1758)",SPECIES,5231190
Passer domesticus [domesticus Group],"['Passer domesticus domesticus', 'Passer domesticus biblicus', 'Passer domesticus persicus', 'Passer domesticus balearoibericus', 'Passer domesticus tingitanus', 'Passer domesticus niloticus']","['Passer domesticus domesticus', 'Passer domesticus biblicus Hartert, 1904', 'Passer domesticus persicus Zarudny & Kudashev, 1916', 'Passer domesticus balearoibericus von Jordans, 1923', 'Passer domesticus tingitanus Loche, 1867', 'Passer domesticus niloticus Nicoll & Bonhote, 1909']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[5231191, 6090836, 6090806, 6090862, 6090855, 6090844]"
